id|name|rank|address|phone|avg_price|url
d12130863|my Primè|4.5|Viale Francesco Crispi 2 Angolo  C.so Garibaldi, 20121 Milano Italia|+390265560923|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d12130863-Reviews-My_Prime-Milan_Lombardy.html
d6073823|Sushi&Sound|4.5|Piazza Ventiquattro Maggio, 1,, 20123 Milano Italia|+390236704842|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d6073823-Reviews-SushiandSound-Milan_Lombardy.html
d10429162|Rizzo Come A Casa|4.5|Via Varesina 163, 20156 Milano Italia|+390233431159|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d10429162-Reviews-Rizzo_Come_A_Casa-Milan_Lombardy.html
d15576847|LUX Gourmet Social Club|4.5|Via Eugenio Carpi 5, 20131 Milano Italia|+393272257298|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d15576847-Reviews-LUX_Gourmet_Social_Club-Milan_Lombardy.html
d12432575|Ristorante Enrico Bartolini|4.5|Via Tortona 56 Museo delle Culture, 20144 Milano Italia|+390284293701|€€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d12432575-Reviews-Ristorante_Enrico_Bartolini-Milan_Lombardy.html
d20950376|Tà Bonu! Culurgiones Bar & Gourmet Sardo|4.5|Via Fabio Filzi 15, 20124 Milano Italia|+390280020010|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d20950376-Reviews-Ta_Bonu_Culurgiones_Bar_Gourmet_Sardo-Milan_Lombardy.html
d2389673|Da Vic - Ristorante Guerrini|4.5|Via Gaetano Previati 21 MM1 Amendola Fiera, 20149 Milano Italia|+390243515186|€€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d2389673-Reviews-Da_Vic_Ristorante_Guerrini-Milan_Lombardy.html
d15656117|Sine by Di Pinto|4.5|Viale Umbria 126, 20135 Milano Italia|+390236594613|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d15656117-Reviews-Sine_by_Di_Pinto-Milan_Lombardy.html
d12289875|Pizzium - Via Procaccini|4.5|Via Giulio Cesare Procaccini, 30, 20154 Milano Italia|+390233607623|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d12289875-Reviews-Pizzium_Via_Procaccini-Milan_Lombardy.html
d12072316|Bottega Valtellina 18|4.5|Via Valtellina 18, 20159 Milano Italia|+39026684285|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d12072316-Reviews-Bottega_Valtellina_18-Milan_Lombardy.html
d7949529|Dagli Amici di Patty|4.5|Via Rosolino Pilo ,7, 20129 Milano Italia|+390287039557|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d7949529-Reviews-Dagli_Amici_di_Patty-Milan_Lombardy.html
d13384626|AleXAmber Fish Cuisine|4.5|Viale Pasubio Angolo Via Bonnet, 20154 Milano Italia|+390229063073|€€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d13384626-Reviews-AleXAmber_Fish_Cuisine-Milan_Lombardy.html
d8477098|Entree|4.5|Via Lodovico Il Moro 133, 20142 Milano Italia|+393406823163|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d8477098-Reviews-Entree-Milan_Lombardy.html
d10791496|Drinc. Cocktail & Conversation|4.5|Via Plinio 32, 20129 Milano Italia|+393339984815|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d10791496-Reviews-Drinc_Cocktail_Conversation-Milan_Lombardy.html
d15060802|La Muccaccia|4.5|Via Cardinale Ascanio Sforza 61 Angolo Via Conchetta, 20136 Milano Italia|+390249718830|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d15060802-Reviews-La_Muccaccia-Milan_Lombardy.html
d14000947|Pomet Milano|4.5|Via Valpetrosa 1 Angolo Via Torino, 20123 Milano Italia|+390272105356|€|https://www.tripadvisor.it/Restaurant_Review-g187849-d14000947-Reviews-Pomet_Milano-Milan_Lombardy.html
d3488355|Pizza AM|4.5|Corso di Porta Romana, 83 M3 Crocetta, 20122 Milano Italia|+393383222064|€|https://www.tripadvisor.it/Restaurant_Review-g187849-d3488355-Reviews-Pizza_AM-Milan_Lombardy.html
d16692743|La TASTeria Gourmet Sicily Milano Brera|4.5|Via San Fermo 1, 20121 Milano Italia|+390284240728|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d16692743-Reviews-La_TASTeria_Gourmet_Sicily_Milano_Brera-Milan_Lombardy.html
d8515519|Seta|4.5|Via Andegari, 9 Mandarin Oriental Milan, 20121 Milano Italia|+390287318897|Italiana|https://www.tripadvisor.it/Restaurant_Review-g187849-d8515519-Reviews-Seta-Milan_Lombardy.html
d14128914|Tripburger|4.5|Via Emilio Cornalia 8, 20124 Milano Italia|+390266710285|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d14128914-Reviews-Tripburger-Milan_Lombardy.html
d13505697|Belé Ristorante|4.5|Via Angelo Carlo Fumagalli 3, 20143 Milano Italia|+390236642933|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d13505697-Reviews-Bele_Ristorante-Milan_Lombardy.html
d2481479|G.B. Bar|4.5|Via Hoepli, 3 (at Via Hoepli), 20121 Milano Italia|+3902863446|€|https://www.tripadvisor.it/Restaurant_Review-g187849-d2481479-Reviews-G_B_Bar-Milan_Lombardy.html
d7387582|Ristorante Yazawa Milano|4.5|Via San Fermo 1, 20121 Milano Italia|+390236799710|€€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d7387582-Reviews-Ristorante_Yazawa_Milano-Milan_Lombardy.html
d8742666|Savana Ristorante Eritreo|4.5|Via Canonica Luigi, 45 20154 Milano, 20154 Milano Italia|+393664073136|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d8742666-Reviews-Savana_Ristorante_Eritreo-Milan_Lombardy.html
d14979437|T4 Bistrot Experience|4.5|Via Tortona 4, 20144 Milano Italia|+39028321728|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d14979437-Reviews-T4_Bistrot_Experience-Milan_Lombardy.html
d4008200|Pasta fresca da Giovanni|4.5|Via Cardinale Ascanio Sforza 31, 20136 Milano Italia|+39024982256|€|https://www.tripadvisor.it/Restaurant_Review-g187849-d4008200-Reviews-Pasta_Fresca_da_Giovanni-Milan_Lombardy.html
d2024182|Pizzeria Cinder Mount|4.5|Viale Monte Ceneri 58, 20155 Milano Italia|+390233002369|€|https://www.tripadvisor.it/Restaurant_Review-g187849-d2024182-Reviews-Pizzeria_Cinder_Mount-Milan_Lombardy.html
d19140680|Pizzium - Isola|4.5|Via Pola 11, 20124 Milano Italia|+390235982150|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d19140680-Reviews-Pizzium_Isola-Milan_Lombardy.html
d17370347|Sapori Solari - La Bisteccheria|4.5|Viale Bligny 42, 20136 Milano Italia|+390236632712|€€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d17370347-Reviews-Sapori_Solari_La_Bisteccheria-Milan_Lombardy.html
d2185793|Ristorante Santo Bevitore|4.5|Via Aleardo Aleardi, 22, 20154 Milano Italia|+39023313350|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d2185793-Reviews-Ristorante_Santo_Bevitore-Milan_Lombardy.html
d2262624|Ristorante Pizzeria La Ragazza|4.5|Via Paolo Frisi 3, 20129 Milano Italia|+390229521739|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d2262624-Reviews-Ristorante_Pizzeria_La_Ragazza-Milan_Lombardy.html
d19493892|L'Amùri Sicilian Restaurant|4.5|Via Maestri Campionesi 30, 20135 Milano Italia|+390236532833|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d19493892-Reviews-L_Amuri_Sicilian_Restaurant-Milan_Lombardy.html
d13994981|Orianna|4.5|Corso Giuseppe Garibaldi 127, 20121 Milano Italia|+390283548700|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d13994981-Reviews-Orianna-Milan_Lombardy.html
d2641008|Fei Yun Ge|4.5|Via Melchiorre Gioia, 141, 20125 Milano Italia|+390266985374|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d2641008-Reviews-Fei_Yun_Ge-Milan_Lombardy.html
d15656743|Thai Chokdee restaurant|4.5|Via Massimo Gorki 1 ingresso da Via Giambellino, 20146 Milano Italia|+390236741930|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d15656743-Reviews-Thai_Chokdee_restaurant-Milan_Lombardy.html
d12082335|shannara5|4.5|Via Gaspare Gozzi 6, 20129 Milano Italia|+390270002511|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d12082335-Reviews-Shannara_5-Milan_Lombardy.html
d10255882|Seoul Ristorante Coreano|4.5|Corso Cristoforo Colombo 4, 20144 Milano Italia|+39028372130|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d10255882-Reviews-Seoul_Ristorante_Coreano-Milan_Lombardy.html
d13360558|theLab - unconventional burger experience®|4.5|Via Pasquale Sottocorno 5/A Con dehor esterno, 20129 Milano Italia|+390276021879|Contemporanea|https://www.tripadvisor.it/Restaurant_Review-g187849-d13360558-Reviews-TheLab_unconventional_burger_experienceR-Milan_Lombardy.html
d8311151|MooKuzai|4.5|Via Arona 18, 20149 Milano Italia|+393273321857|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d8311151-Reviews-MooKuzai_A_La_Carte-Milan_Lombardy.html
d19437309|Gente di Mare in Darsena|4.5|Via Vigevano 9, 20144 Milano Italia|+390236636074|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d19437309-Reviews-Gente_di_Mare_in_Darsena-Milan_Lombardy.html
d7107347|CHIOSCO SQUADRE CALCIO|4.5|Piazza Castello 4 Milano, 20121 Milano Italia|+393519970393|€|https://www.tripadvisor.it/Restaurant_Review-g187849-d7107347-Reviews-CHIOSCO_SQUADRE_CALCIO-Milan_Lombardy.html
d13156511|Cous-Cous Restaurant|4.5|Via Adige 9, 20135 Milano Italia|+390283967642|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d13156511-Reviews-Cous_Cous_Restaurant-Milan_Lombardy.html
d2705955|Nuovo Yacht|4.5|Via Raffaello Sanzio 4 ang. Via S. Siro, 7, 20149 Milano Italia|+390248009950|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d2705955-Reviews-Nuovo_Yacht-Milan_Lombardy.html
d8610996|Contraste Ristorante|4.5|Via Giuseppe Meda, 2, 20122 Milano Italia|+390249536597|€€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d8610996-Reviews-Contraste-Milan_Lombardy.html
d12411539|Un'Altra Pasta|4.5|Via Bergamini 5, 20122 Milano Italia|+390258321359|€|https://www.tripadvisor.it/Restaurant_Review-g187849-d12411539-Reviews-Un_Altra_Pasta-Milan_Lombardy.html
d19922636|Cipiace|5.0|Viale Pasubio 12, 20154 Milano Italia|+393516601103|€|https://www.tripadvisor.it/Restaurant_Review-g187849-d19922636-Reviews-Cipiace-Milan_Lombardy.html
d8289378|Macelleria Equina Da Vito|4.5|Via Lorenteggio 177 Mercato Comunale Coperto, 20147 Milano Italia|+393459228464|€|https://www.tripadvisor.it/Restaurant_Review-g187849-d8289378-Reviews-Macelleria_Equina_Da_Vito-Milan_Lombardy.html
d13543428|Kowa|4.5|Via Benvenuto Cellini 14, 20129 Milano Italia|+39025455654|€€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d13543428-Reviews-Kowa-Milan_Lombardy.html
d17310184|Pizzium - Stazione Centrale Milano|4.5|Via Andrea Doria 17, 20124 Milano Italia|+390238312090|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d17310184-Reviews-Pizzium_Stazione_Centrale_Milano-Milan_Lombardy.html
d11883012|ALventicinque|4.5|Viale Monte Nero, 25, 20135 Milano Italia|+390236767672|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d11883012-Reviews-ALventicinque-Milan_Lombardy.html
d11913769|Sakeya The House of Sake|4.5|Via Cesare da Sesto 1, 20123 Milano Italia|+390294387836|€€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d11913769-Reviews-Sakeya_The_House_of_Sake-Milan_Lombardy.html
d12178641|Ristorante Himalaya|4.5|Via Marcantonio dal Re, 10, 20156 Milano Italia|+393204880109|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d12178641-Reviews-Ristorante_Himalaya-Milan_Lombardy.html
d12949211|Dersett italian tapas|4.5|Viale Gian Galeazzo 17, 20136 Milano Italia|+390284084787|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d12949211-Reviews-Dersett_italian_tapas-Milan_Lombardy.html
d8393728|Trippa|4.5|Via Giorgio Vasari 1, 20135 Milano Italia|+393276687908|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d8393728-Reviews-Trippa-Milan_Lombardy.html
d3191897|La cantina del Giannone|4.5|Via Pietro Giannone, 10, 20154 Milano Italia|+390234930022|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d3191897-Reviews-La_Cantina_Del_Giannone-Milan_Lombardy.html
d13128585|Neta|4.5|Viale Piave 41, 20129 Milano Italia|+390236682024|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d13128585-Reviews-Neta-Milan_Lombardy.html
d14236402|LO SPACCIO - Cucina Tradizionale Italiana|4.5|Via Camillo Ugoni 15, 20158 Milano Italia|+390287165404|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d14236402-Reviews-Lo_Spaccio_Cucina_Tradizionale_Italiana-Milan_Lombardy.html
d13915464|Monkey in The City|4.5|Via Carlo Foldi 1 Piazza Santa Maria del Suffragio, 20135 Milano Italia|+390236753740|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d13915464-Reviews-Monkey_in_The_City-Milan_Lombardy.html
d3783948|DA NOI IN Via Forcella 6|4.5|Via Vincenzo Forcella 6 Via Tortona, 20100 Milano Italia|+39028378111|€€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d3783948-Reviews-Da_Noi_In_Magna_Pars_hotel-Milan_Lombardy.html
d696424|Ristorante Acanto|4.5|Piazza della Repubblica 17, 20124 Milano Italia|+390262302026|€€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d696424-Reviews-Acanto_Restaurant-Milan_Lombardy.html
d6854587|Ristorante Omega 3|4.5|Via Francesco Guicciardini 8, 20129 Milano Italia|+390276024111|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d6854587-Reviews-Ristorante_Omega_3-Milan_Lombardy.html
d14199823|Olo-olo Ravioleria|4.5|Via Pietro Borsieri 41, 20159 Milano Italia|+390266806909|€|https://www.tripadvisor.it/Restaurant_Review-g187849-d14199823-Reviews-Olo_olo_Ravioleria-Milan_Lombardy.html
d1745328|Ristorante Delfino|4.5|Viale Gran Sasso, 26, 20131 Milano Italia|+39022665427|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d1745328-Reviews-Delfino_Restaurant-Milan_Lombardy.html
d3651696|Sushi Li|4.5|Via dell'Unione, 7, 20122 Milano Italia|+393663836171|€€-€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d3651696-Reviews-Sushi_Li-Milan_Lombardy.html
d15324820|Testone|4.5|Via Vigevano 6 Zona Navigli / Darsena, 20144 Milano Italia|+393478148997|€|https://www.tripadvisor.it/Restaurant_Review-g187849-d15324820-Reviews-Testone-Milan_Lombardy.html
d7779159|Gong Oriental Attitude|4.5|Corso Concordia 8, 20129 Milano Italia|+390276023873|€€€€|https://www.tripadvisor.it/Restaurant_Review-g187849-d7779159-Reviews-Gong_Oriental_Attitude-Milan_Lombardy.html
